,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
130301,CPC016_HEPG2_6H:BRD-K93480852-001-02-2:10,BRD-K93480852,KN-93,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:O04|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:O04
130311,CPC016_HEPG2_6H:BRD-K94920105-001-01-3:10,BRD-K94920105,DR-2313,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:J11|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:J11|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:J11
130315,CPC016_HEPG2_6H:BRD-K95763993-001-03-7:10,BRD-K95763993,trapidil,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:O22|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:O22
130327,CPC016_HEPG2_6H:BRD-K97118047-001-02-0:10,BRD-K97118047,"4,5,6,7-tetrabromobenzotriazole",trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:C22|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:C22
130330,CPC016_HEPG2_6H:BRD-K97365803-001-01-3:10,BRD-K97365803,PI-828,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:L01|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:L01|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:L01
130331,CPC016_HEPG2_6H:BRD-K97440753-066-03-3:10,BRD-K97440753,dihydroergocristine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:B21|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:B21|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:B21
130333,CPC016_HEPG2_6H:BRD-K97810537-001-03-7:10,BRD-K97810537,beclomethasone-dipropionate,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:D13|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:D13|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:D13
130337,CPC016_HEPG2_6H:BRD-K99621550-003-03-4:10,BRD-K99621550,tubocurarine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:N24|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:N24|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:N24
130338,CPC016_HEPG2_6H:BRD-M00539986-051-01-1:10,BRD-M00539986,formoterol,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:D01|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:D01
133009,CPC017_A549_24H:BRD-A03359064-001-01-5:10,BRD-A03359064,ICI-89406,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:H05|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:H05|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:H05
133014,CPC017_A549_24H:BRD-A09472452-015-11-9:10,BRD-A09472452,flecainide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:I06|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:I06|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:I06
133021,CPC017_A549_24H:BRD-A14566392-004-03-5:10,BRD-A14566392,scopolamine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:H13|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:H13|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:H13
133024,CPC017_A549_24H:BRD-A15530910-001-01-3:10,BRD-A15530910,SDZ-21009,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:F07|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:F07|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:F07
133028,CPC017_A549_24H:BRD-A19374631-001-01-0:10,BRD-A19374631,vinpocetine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:N11|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:N11|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:N11
133036,CPC017_A549_24H:BRD-A25687296-300-03-5:10,BRD-A25687296,emetine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:O22|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:O22|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:O22
133037,CPC017_A549_24H:BRD-A26384407-001-15-2:10,BRD-A26384407,chlorthalidone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:K06|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:K06|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:K06
133041,CPC017_A549_24H:BRD-A29734509-011-06-0:10,BRD-A29734509,disopyramide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:O14|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:O14|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:O14
133045,CPC017_A549_24H:BRD-A34907681-001-01-7:10,BRD-A34907681,rutin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:J06|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:J06|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:J06
133046,CPC017_A549_24H:BRD-A36151937-001-01-2:10,BRD-A36151937,genistein,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M21|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M21|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M21
133061,CPC017_A549_24H:BRD-A49358627-001-03-9:10,BRD-A49358627,ciprofibrate,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:E20|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:E20|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:E20
133063,CPC017_A549_24H:BRD-A49906757-004-03-1:10,BRD-A49906757,scopolamine-n-oxide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:P12|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:P12|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:P12
133070,CPC017_A549_24H:BRD-A59215453-003-03-3:10,BRD-A59215453,lobelanidine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:G02|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:G02|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:G02
133073,CPC017_A549_24H:BRD-A62184259-001-02-8:10,BRD-A62184259,cycloheximide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:I02|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:I02|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:I02
133085,CPC017_A549_24H:BRD-A75409952:10,BRD-A75409952,wortmannin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X2_F1B6_DUO52HI53LO:A04|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:A04
133086,CPC017_A549_24H:BRD-A77291778-003-15-4:10,BRD-A77291778,cyclopentolate,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:K14|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:K14|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:K14
133089,CPC017_A549_24H:BRD-A82329351-001-02-2:10,BRD-A82329351,cycloheximide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:P04|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:P04|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:P04
133093,CPC017_A549_24H:BRD-A92537424-001-03-9:10,BRD-A92537424,danazol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:K20|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:K20|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:K20
133096,CPC017_A549_24H:BRD-A94624445-236-02-2:10,BRD-A94624445,bucladesine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:P20|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:P20|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:P20
133106,CPC017_A549_24H:BRD-A98725278-103-01-9:10,BRD-A98725278,methysergide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:C04|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:C04|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:C04
133110,CPC017_A549_24H:BRD-K02265150-001-15-8:10,BRD-K02265150,amoxapine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:K18|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:K18|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:K18
133114,CPC017_A549_24H:BRD-K02607075-333-03-6:10,BRD-K02607075,tubocurarine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:P01|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:P01
133115,CPC017_A549_24H:BRD-K04185004-003-03-6:10,BRD-K04185004,oxybuprocaine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:C14|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:C14|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:C14
133126,CPC017_A549_24H:BRD-K06426971-001-01-9:10,BRD-K06426971,ryuvidine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:B23
133130,CPC017_A549_24H:BRD-K07691486-001-04-9:10,BRD-K07691486,roscovitine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:C21|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:C21|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:C21
133137,CPC017_A549_24H:BRD-K09549677-300-01-8:10,BRD-K09549677,mibefradil,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:P13|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:P13|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:P13
133157,CPC017_A549_24H:BRD-K13646352-001-01-2:10,BRD-K13646352,midostaurin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:C13|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:C13|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:C13
133162,CPC017_A549_24H:BRD-K14821540-001-03-9:10,BRD-K14821540,FCCP,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:C01|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:C01
133167,CPC017_A549_24H:BRD-K16444452-001-03-4:10,BRD-K16444452,ibudilast,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:A20|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:A20|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:A20
133168,CPC017_A549_24H:BRD-K16977723-001-01-0:10,BRD-K16977723,PP-3,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:A22|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:A22|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:A22
133173,CPC017_A549_24H:BRD-K18618618-001-01-6:10,BRD-K18618618,cimetidine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:N07|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:N07|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:N07
133175,CPC017_A549_24H:BRD-K20287671-001-03-6:10,BRD-K20287671,SU-4312,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:C23|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:C23|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:C23
133179,CPC017_A549_24H:BRD-K23383398-001-01-6:10,BRD-K23383398,T-0901317,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:E03|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:E03|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:E03
133183,CPC017_A549_24H:BRD-K24053527-004-03-8:10,BRD-K24053527,dextromethorphan,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M08|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M08|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M08
133184,CPC017_A549_24H:BRD-K24132293-001-13-7:10,BRD-K24132293,piperlongumine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:O20|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:O20|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:O20
133195,CPC017_A549_24H:BRD-K27871032-001-04-2:10,BRD-K27871032,lysergol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:N22|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:N22|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:N22
133205,CPC017_A549_24H:BRD-K31268420-001-01-1:10,BRD-K31268420,NSC-693868,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:J18|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:J18|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:J18
133211,CPC017_A549_24H:BRD-K37289225-001-19-0:10,BRD-K37289225,clozapine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:A09|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:A09|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:A09
133215,CPC017_A549_24H:BRD-K41713976-300-01-8:10,BRD-K41713976,E-4031,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:I08|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:I08|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:I08
133221,CPC017_A549_24H:BRD-K45068323-003-02-1:10,BRD-K45068323,W-13,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:A07|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:A07|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:A07
133226,CPC017_A549_24H:BRD-K47639036-003-03-3:10,BRD-K47639036,flavoxate,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:G07|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:G07|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:G07
133228,CPC017_A549_24H:BRD-K48029790-001-01-0:10,BRD-K48029790,OBAA,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:N13|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:N13|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:N13
133229,CPC017_A549_24H:BRD-K48970916-001-03-0:10,BRD-K48970916,danazol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:L17|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:L17|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:L17
133243,CPC017_A549_24H:BRD-K52850071-001-01-2:10,BRD-K52850071,WHI-P154,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:H21|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:H21|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:H21
133245,CPC017_A549_24H:BRD-K53318339-001-05-8:10,BRD-K53318339,vinpocetine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:N12|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:N12|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:N12
133248,CPC017_A549_24H:BRD-K53878242-001-02-4:10,BRD-K53878242,MMPX,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:H19|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:H19|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:H19
133251,CPC017_A549_24H:BRD-K54708045-001-01-3:10,BRD-K54708045,nTZDpa,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:L05|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:L05|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:L05
133257,CPC017_A549_24H:BRD-K59469039-001-03-1:10,BRD-K59469039,tyrphostin-AG-879,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:L18|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:L18|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:L18
133260,CPC017_A549_24H:BRD-K59851896-001-02-4:10,BRD-K59851896,calycanthine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:E07|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:E07|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:E07
133267,CPC017_A549_24H:BRD-K60511616-236-01-4:10,BRD-K60511616,pravastatin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:I21|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:I21|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:I21
133268,CPC017_A549_24H:BRD-K60640630-001-03-7:10,BRD-K60640630,mometasone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:E15|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:E15|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:E15
133269,CPC017_A549_24H:BRD-K60762818-003-15-3:10,BRD-K60762818,desipramine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M02|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M02|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M02
133297,CPC017_A549_24H:BRD-K67080878-001-05-5:10,BRD-K67080878,milrinone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:B06|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:B06|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:B06
133301,CPC017_A549_24H:BRD-K67860401-001-01-5:10,BRD-K67860401,AR-A014418,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M19|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M19|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M19
133307,CPC017_A549_24H:BRD-K68507560-003-15-4:10,BRD-K68507560,dicycloverine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M14|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M14|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M14
133308,CPC017_A549_24H:BRD-K68620903-001-03-1:10,BRD-K68620903,dydrogesterone,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:H10|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:H10|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:H10
133311,CPC017_A549_24H:BRD-K71499074-001-03-8:10,BRD-K71499074,diclofenamide,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:B14|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:B14|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:B14
133322,CPC017_A549_24H:BRD-K74195153-050-03-0:10,BRD-K74195153,irsogladine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:D04|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:D04|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:D04
133338,CPC017_A549_24H:BRD-K81029756-001-02-8:10,BRD-K81029756,diltiazem,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:L06|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:L06|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:L06
133342,CPC017_A549_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:B04|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:B04|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:B04
133344,CPC017_A549_24H:BRD-K82823804-001-01-7:10,BRD-K82823804,PD-407824,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:N01|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:N01|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:N01
133346,CPC017_A549_24H:BRD-K85318537-001-02-7:10,BRD-K85318537,OBAA,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:H16|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:H16|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:H16
133350,CPC017_A549_24H:BRD-K87932577-001-01-6:10,BRD-K87932577,NSC-693868,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M03|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M03|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M03
133351,CPC017_A549_24H:BRD-K89210380-001-03-8:10,BRD-K89210380,biotin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:L03|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:L03|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:L03
133353,CPC017_A549_24H:BRD-K89997465-001-05-3:10,BRD-K89997465,chlorpromazine,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:K04|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:K04|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:K04
133354,CPC017_A549_24H:BRD-K90524085-001-06-0:10,BRD-K90524085,MY-5445,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:A21|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:A21|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:A21
133355,CPC017_A549_24H:BRD-K91509126-001-04-6:10,BRD-K91509126,piceatannol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:C15|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:C15|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:C15
133358,CPC017_A549_24H:BRD-K94176593-001-02-9:10,BRD-K94176593,TWS-119,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M07|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M07|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M07
133359,CPC017_A549_24H:BRD-K95309561-001-15-5:10,BRD-K95309561,dienestrol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:M16|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:M16|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:M16
133360,CPC017_A549_24H:BRD-K95785537-001-09-0:10,BRD-K95785537,PP-2,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:K03|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:K03|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:K03
133361,CPC017_A549_24H:BRD-K96119599-001-05-4:10,BRD-K96119599,leucodin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:I14|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:I14|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:I14
133364,CPC017_A549_24H:BRD-K99107520-001-09-2:10,BRD-K99107520,felbamate,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:A13|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:A13|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:A13
133367,CPC017_A549_24H:BRD-K99595596-004-03-4:10,BRD-K99595596,salsolinol,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC017_A549_24H_X1_F1B6_DUO52HI53LO:I18|CPC017_A549_24H_X2_F1B6_DUO52HI53LO:I18|CPC017_A549_24H_X3_F1B6_DUO52HI53LO:I18
