,pubchem_smiles,std_canonical_smiles,std_inchi_key
4523766,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Ni+2],CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Ni+2],HPOWMHUJHHIQGP-UHFFFAOYSA-L
2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,CN(C)c1nc(N(C)C)nc(N(C)C)n1,UUVWYPNAQBNQJQ-UHFFFAOYSA-N
8495,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)Cl,O=C(Cl)c1cc([N+](=O)[O-])ccc1,NXTNASSYJUXJDV-UHFFFAOYSA-N
15069,C1=C(N=CS1)C#N,N#Cc1cscn1,PNAFRZGWUVQUKH-UHFFFAOYSA-N
15284,CC(=C)C(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(COC(=O)C(=C)C)O)O,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,AMFGWXWBFGVCKG-UHFFFAOYSA-N
446925,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
23694217,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)[O-])C.O.O.[Na+],C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(=O)(=O)O)CC[C@@]43C)[C@@H]1CCC2=O,CZWCKYRVOZZJNM-USOAJAOKSA-N
92786,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,AURFZBICLPNKBZ-SYBPFIFISA-N
6018,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,COc1c(OC)cc2c(c1)CCN1CC(CC(C)C)C(=O)CC21,MKJIEFSOBYUXJB-UHFFFAOYSA-N
23703990,CC[C@H]([C@H]1CC[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)[O-].[Na+],CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,KQXDHUJYNAXLNZ-XQSDOZFQSA-N
160796,CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl.Cl,CC(Cc1ccccc1)NCc1ccccc1Cl,LRXXRIXDSAEIOR-UHFFFAOYSA-N
27448,C1=CC(=CC=C1NC(=O)C2=CC(=C(S2)Br)Br)Br,O=C(Nc1ccc(Br)cc1)c1cc(Br)c(Br)s1,ZLWLKVQCHZSSEL-UHFFFAOYSA-N
28280,CC(C)(CO)[C@H](C(=O)NCCCC(=O)[O-])O.CC(C)(CO)[C@H](C(=O)NCCCC(=O)[O-])O.[Ca+2],CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O,SBBDHANTMHIRGW-QMMMGPOBSA-N
64764,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C.Cl,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,UNAANXDKBXWMLN-UHFFFAOYSA-N
157313,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl,NC1=NCC2c3ccccc3Cc3ccccc3N12,WHWZLSFABNNENI-UHFFFAOYSA-N
16315,C=CCSSSCC=C,C=CCSSSCC=C,UBAXRAHSPKWNCX-UHFFFAOYSA-N
24188465,CCN(CC)CCOC1=CC=C(C=C1)C2=NC3=C(S2)C=CC(=C3)Cl.Cl,CCN(CC)CCOc1ccc(-c2nc3c(ccc(Cl)c3)s2)cc1,TXOKWXJQVFUUDD-UHFFFAOYSA-N
6301,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,Cc1nc2c(cc1)c(Cl)cc(Cl)c2O,GPTXWRGISTZRIO-UHFFFAOYSA-N
3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(c2ccccc2)c2c1ccc(Cl)c2,AAOVKJBEBIDNHE-UHFFFAOYSA-N
8053,CC(C)CCON=O,CC(C)CCON=O,OWFXIOWLTKNBAP-UHFFFAOYSA-N
3417419,C1=CC(=C(C=C1N)[N+](=O)[O-])O,Nc1cc([N+](=O)[O-])c(O)cc1,WHODQVWERNSQEO-UHFFFAOYSA-N
216237,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,Cc1ccccc1C(=O)Nc1cc(C)c(C(=O)N2CCCC(O)c3c2ccc(Cl)c3)cc1,GYHCTFXIZSNGJT-UHFFFAOYSA-N
37497,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,VTUSIVBDOCDNHS-UHFFFAOYSA-N
16654936,CCOC(=O)C1=CC=C(C=C1)C2CCC(CC2)NC[C@@H](COC3=CC(=C(C=C3)O)NS(=O)(=O)C)O.Cl,CCOC(=O)c1ccc(C2CCC(NC[C@H](O)COc3cc(NS(C)(=O)=O)c(O)cc3)CC2)cc1,WCPJDRQPTLGHOD-MNLRITNHSA-N
156395,C[C@H](C(=O)C1=CC=CC=C1)N.Cl,C[C@@H](N)C(=O)c1ccccc1,PUAQLLVFLMYYJJ-SSDOTTSWSA-N
24180709,CNC(=S)[S-].O.O.O.[Na+],CNC(=S)S,HYVVJDQGXFXBRZ-UHFFFAOYSA-N
9888347,CC[C@H]1CC[C@@H]([C@@H](N1)C2=CC=CC=C2)NCC3=CC4=C(C=C3OC)[C@H]5C[C@H]5C(=O)N4C,CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@H](c2ccccc2)N1,KDGDTPNBDMVKHC-XIAWMOHYSA-N
75516,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,MIMDHDXOBDPUQW-UHFFFAOYSA-N
25053,CCCCC(CC)COCCC#N,CCCCC(CC)COCCC#N,HXBFULVLSKAGSQ-UHFFFAOYSA-N
8621,CC1=CC(=C(C(=C1Cl)C)Cl)O,Cc1cc(O)c(Cl)c(C)c1Cl,IYOLBFFHPZOQGW-UHFFFAOYSA-N
644076,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,BJFIDCADFRDPIO-DZCXQCEKSA-N
37767,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3c2cc(S(=O)(=O)N(C)C)cc3)CC1,KTOYYUONFQWSMW-UHFFFAOYSA-N
6918580,CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-],CC(=O)OC(C)C(=O)OCC[N+](C)(C)C,SRZGFCNCQUMTCP-UHFFFAOYSA-N
35751,CC(=O)C1=CC=C(C=C1)OCC(=O)N2CCCCC2,CC(=O)c1ccc(OCC(=O)N2CCCCC2)cc1,HFHLKKYWNAOHCI-UHFFFAOYSA-N
2336,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,c1ccc2c(c1)cc1ccc3c4c(ccc3)ccc2c14,FMMWHPNWAFZXNH-UHFFFAOYSA-N
28767,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C.Cl,C#CCN(C)CCCOc1c(Cl)cc(Cl)cc1,BTFHLQRNAMSNLC-UHFFFAOYSA-N
17049,CCCCOCC1CO1,CCCCOCC1CO1,YSUQLAYJZDEMOT-UHFFFAOYSA-N
9890250,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.O.Cl,COc1c2c(cc(F)c1N1C[C@@H]3CCCN[C@@H]3C1)c(=O)c(C(=O)O)cn2C1CC1,FABPRXSRWADJSP-MEDUHNTESA-N
2734179,[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1)C,CCCCCCn1cc[n+](C)c1,RVEJOWGVUQQIIZ-UHFFFAOYSA-N
60196376,CCCCCCCCN1CN(C=C1)C.Br,CCCCCCCCN1C=CN(C)C1,KTUWFYALZIAAGE-UHFFFAOYSA-N
7392,CC(C)(C)C1CCC(=O)CC1,CC(C)(C)C1CCC(=O)CC1,YKFKEYKJGVSEIX-UHFFFAOYSA-N
11769,C1CC2=CC=C(C3=CC=CC1=C23)[N+](=O)[O-],O=[N+]([O-])c1ccc2CCc3c2c1ccc3,CUARLQDWYSRQDF-UHFFFAOYSA-N
76464,CC1(COP(OC1)OC2=CC=CC=C2)C,CC1(C)COP(Oc2ccccc2)OC1,JSVDMQKVGLGYCM-UHFFFAOYSA-N
12150,CCOC1=CC=C(C=C1)O,CCOc1ccc(O)cc1,LKVFCSWBKOVHAH-UHFFFAOYSA-N
12184591,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,LECQXINNQGHJBM-UHFFFAOYSA-N
212930,CC(=O)C=CC1=CC=CO1,CC(=O)C=Cc1ccco1,GBKGJMYPQZODMI-UHFFFAOYSA-N
11855,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1,CEOCDNVZRAIOQZ-UHFFFAOYSA-N
9570093,CC(C)(/C=N/OC(=O)NC)S(=O)(=O)C,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,YRRKLBAKDXSTNC-WEVVVXLNSA-N
4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Cc1c(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)c(=O)n2ccccc2n1,HXCNRYXBZNHDNE-UHFFFAOYSA-N
21138,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,CC(C)NC[C@@H](O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-CQSZACIVSA-N
5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,COc1c2c(cc(F)c1N1CCNC(C)C1)c(=O)c(C(=O)O)cn2C1CC1,XUBOMFCQGDBHNK-UHFFFAOYSA-N
155290,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,CN1CCOC(c2ccccc2)c2ccccc2C1,RGPDEAGGEXEMMM-UHFFFAOYSA-N
4284,CCN(CC)C(=O)C1=CC=CC(=C1)C,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N
5281069,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,YNNUSGIPVFPVBX-NHCUHLMSSA-N
3025067,C1CN(CCN1)C2=C3C(=CC=C2)OCCO3.Cl,c1cc(N2CCNCC2)c2OCCOc2c1,WVLHGCRWEHCIOT-UHFFFAOYSA-N
6917728,CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl.Cl,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,AADCDMQTJNYOSS-LBPRGKRZSA-N
73356,CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,BSHWLCACYCVCJE-UHFFFAOYSA-N
71905,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO,Cc1c(C(=O)NCCO)[n+](=O)c2ccccc2n1[O-],TURHTASYUMWZCC-UHFFFAOYSA-N
4770,C1=CC=C(C=C1)CCCOC(=O)N,NC(=O)OCCCc1ccccc1,CAMYKONBWHRPDD-UHFFFAOYSA-N
62786,CC(CC1=C(C=CC(=C1)OC)OC)N.Cl,COc1cc(CC(C)N)c(OC)cc1,LATVFYDIBMDBSY-UHFFFAOYSA-N
44134533,CCCCCC(C)N.CCCCCC(C)N.OS(=O)(=O)O,CCCCCC(C)N,VSRBKQFNFZQRBM-UHFFFAOYSA-N
10158453,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl,CC(=O)Oc1cc2c(CCN(C(C(=O)C3CC3)c3ccccc3F)C2)s1,DTGLZDAWLRGWQN-UHFFFAOYSA-N
71821,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,WNAQOLSMVPFGTE-UHFFFAOYSA-N
550206,C1CN(CCN1)C(=O)C2=CC=CO2,O=C(c1ccco1)N1CCNCC1,SADPINFEWFPMEA-UHFFFAOYSA-N
216385,CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H](CS3)O)O)O,Cc1cc(=O)oc2c1ccc(O[C@@H]1SC[C@@H](O)[C@H](O)[C@H]1O)c2,JRHNIQQUVJOPQC-AQNFWKISSA-N
9376,C1=CC=C(C=C1)CCNC(=O)CCCl,O=C(CCCl)NCCc1ccccc1,BITWVVLBVUMFHU-UHFFFAOYSA-N
124225,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCNCC4,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,SUXQDLLXIBLQHW-UHFFFAOYSA-N
78766,C1=CC=C2C(=C1)C(=O)N(C(=O)N2)CCCl,O=c1[nH]c2ccccc2c(=O)n1CCCl,HWFSVCPXNLEACG-UHFFFAOYSA-N
31234,C1=CC=C(C=C1)CCCO,OCCCc1ccccc1,VAJVDSVGBWFCLW-UHFFFAOYSA-N
261491,C[C@@H]1[C@H]2C[C@]2(CC1=O)C(C)C,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,USMNOWBWPHYOEA-MRTMQBJTSA-N
76092,C1=CC(=C(C=C1C(=O)O)N)Cl,Nc1c(Cl)ccc(C(=O)O)c1,DMGFVJVLVZOSOE-UHFFFAOYSA-N
109029,CC1=NN(C(=O)C1)C2=CC=C(C=C2)C(=O)O,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,CUGBBQWDGCXWNB-UHFFFAOYSA-N
7531,CC(C)(CC1=CC=CC=C1)O,CC(C)(O)Cc1ccccc1,RIWRBSMFKVOJMN-UHFFFAOYSA-N
81984,CC(C)(C(=O)C1=CC=CC=C1)O,CC(C)(O)C(=O)c1ccccc1,XMLYCEVDHLAQEL-UHFFFAOYSA-N
88267,CC1=CC=CC=C1CCO,Cc1ccccc1CCO,RUGISKODRCWQNE-UHFFFAOYSA-N
33263,CCC(C)(C)C1=CC(=C(C(=C1)N2N=C3C=CC=CC3=N2)O)C(C)(C)CC,CCC(C)(C)c1cc(C(C)(C)CC)c(O)c(-n2nc3ccccc3n2)c1,ZMWRRFHBXARRRT-UHFFFAOYSA-N
8472,COP(OC)OC,COP(OC)OC,CYTQBVOFDCPGCX-UHFFFAOYSA-N
12276,C1=CC(=CC(=C1)C#N)C#N,N#Cc1cccc(C#N)c1,LAQPNDIUHRHNCV-UHFFFAOYSA-N
9809,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(F)(F)F,O=[N+]([O-])c1c(Cl)c([N+](=O)[O-])cc(C(F)(F)F)c1,HFHAVERNVFNSHL-UHFFFAOYSA-N
70452,CC(C)N(C)C,CC(C)N(C)C,VMOWKUTXPNPTEN-UHFFFAOYSA-N
6560,CC(C)CO,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
6979,C1=CC(=C(C=C1Cl)[N+](=O)[O-])N,Nc1c([N+](=O)[O-])cc(Cl)cc1,PBGKNXWGYQPUJK-UHFFFAOYSA-N
8861,C1=CC(=NC(=C1)N)N,Nc1cccc(N)n1,VHNQIURBCCNWDN-UHFFFAOYSA-N
8195,CCCCCCCCCCCCS,CCCCCCCCCCCCS,WNAHIZMDSQCWRP-UHFFFAOYSA-N
8689,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,c1ccc(N=NNc2ccccc2)cc1,ALIFPGGMJDWMJH-UHFFFAOYSA-N
802,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,O=C(O)Cc1c[nH]c2ccccc12,SEOVTRFCIGRIMH-UHFFFAOYSA-N
616765,CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,RMOGWMIKYWRTKW-UHFFFAOYSA-N
60196387,CCC[N+]1(CCCCC1)C.[I-],CCC[N+]1(C)CCCCC1,OGLIVJFAKNJZRE-UHFFFAOYSA-N
68236,CC1=NC2=CC=CC=C2C(=O)O1,Cc1nc2ccccc2c(=O)o1,WMQSKECCMQRJRX-UHFFFAOYSA-N
6645,CC1=CC=C(C=C1)S(=O)(=O)OC,COS(=O)(=O)c1ccc(C)cc1,VUQUOGPMUUJORT-UHFFFAOYSA-N
22691,C1=CC(=C(C=C1[N+](=O)[O-])N)Cl,Nc1c(Cl)ccc([N+](=O)[O-])c1,KWIXNFOTNVKIGM-UHFFFAOYSA-N
62572,CCOC(=O)CC(C)O,CCOC(=O)CC(C)O,OMSUIQOIVADKIM-UHFFFAOYSA-N
31635,C1=CC=C(C=C1)CCNC2=CC=CC=C2C(=O)O,O=C(O)c1ccccc1NCCc1ccccc1,HLNLBEFKHHCAMV-UHFFFAOYSA-N
179651,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3cocc3)OC(=O)[C@H]3O[C@]321,KBDSLGBFQAGHBE-MSGMIQHVSA-N
6749,C1=CC2=C(C=CC=C2O)C(=C1)O,Oc1cccc2c1cccc2O,BOKGTLAJQHTOKE-UHFFFAOYSA-N
5639,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,ICMGLRUYEQNHPF-UHFFFAOYSA-N
6708701,C[C@]12C3CCC([C@]1(C(=O)OC2=O)C)O3,C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1,DHZBEENLJMYSHQ-OBDNUKKESA-N
23663954,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-].[Na+],O=C(O)c1cc2c(ccc(Cc3cnccc3)c2)o1,VHWFITPGPFLBGT-UHFFFAOYSA-N
83887,C([C@H](C(=O)O)N)C(=O)O,N[C@H](CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-UWTATZPHSA-N
5447,C(CSCCO)O,OCCSCCO,YODZTKMDCQEPHD-UHFFFAOYSA-N
5978,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3c(OC)cc4c(c3)[C@@]35CCN6CC=C[C@@](CC)([C@@H](OC(C)=O)[C@](O)(C(=O)OC)[C@@H]3N4C=O)[C@H]65)C2)C1,OGWKCGZFUXNPDA-XQKSVPLYSA-N
21921,C(CN)N.I.I,I.I.NCCN,IWNWLPUNKAYUAW-UHFFFAOYSA-N
66187,CO[Si](C)(C)OC,CO[Si](C)(C)OC,JJQZDUKDJDQPMQ-UHFFFAOYSA-N
23690438,CC(C)OC(=S)[S-].[Na+],CC(C)OC(=S)S,UOJYYXATTMQQNA-UHFFFAOYSA-N
15678,C(CC#N)CC(CCC#N)C#N,N#CCCCC(C#N)CCC#N,LNLFLMCWDHZINJ-UHFFFAOYSA-N
61005,CC(C)C(=O)OCCOC1=CC=CC=C1,CC(C)C(=O)OCCOc1ccccc1,MJTPMXWJHPOWGH-UHFFFAOYSA-N
23681059,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+],COc1cc2c(cc1)cc([C@H](C)C(=O)O)cc2,CMWTZPSULFXXJA-VIFPVBQESA-N
13789,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,UJVLDDZCTMKXJK-WNHSNXHDSA-N
159278,C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,ILRCGYURZSFMEG-RKQHYHRCSA-N
65494,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,GGCSSNBKKAUURC-UHFFFAOYSA-N
61444,O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Co+2],O=S(=O)([O-])[O-].[Co+2],KTVIXTQDYHMGHF-UHFFFAOYSA-L
26098,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,CCCC1C(=O)N2C(N(C)C)=Nc3c(cc(C)cc3)N2C1=O,MPHPHYZQRGLTBO-UHFFFAOYSA-N
8364,CCCCC(CC)COC(=O)C1=CC=CC=C1O,CCCCC(CC)COC(=O)c1ccccc1O,FMRHJJZUHUTGKE-UHFFFAOYSA-N
5284442,C1=CC=C(C=C1)/C(=C\CCCCC(=O)O)/C2=CN=CC=C2,O=C(O)CCCC/C=C(\c1ccccc1)c1cnccc1,UWPBQLKEHGGKKD-GZTJUZNOSA-N
6494,CCC(C)(C#C)O,C#CC(C)(O)CC,QXLPXWSKPNOQLE-UHFFFAOYSA-N
6582,CC(=O)NC,CNC(C)=O,OHLUUHNLEMFGTQ-UHFFFAOYSA-N
171660,C1=CC=C2C=C3C(=CC2=C1)C(=NC3=N)N,N=C1N=C(N)c2cc3ccccc3cc12,JAWNWEKHDFBPSG-UHFFFAOYSA-N
11463,CC1=CCC(=C(C)C)CC1,CC1=CCC(=C(C)C)CC1,MOYAFQVGZZPNRA-UHFFFAOYSA-N
81133,CN1C(=C(C(=O)N(C1=O)C)N=O)N,Cn1c(N)c(N=O)c(=O)n(C)c1=O,MGBDANYXBKROBW-UHFFFAOYSA-N
65340,C1=CC(=C(C=C1CCN)O)O.Cl,NCCc1cc(O)c(O)cc1,VYFYYTLLBUKUHU-UHFFFAOYSA-N
7729,C1=CC(=CC=C1N=O)O,O=Nc1ccc(O)cc1,JSTCPNFNKICNNO-UHFFFAOYSA-N
2723885,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O.O.O.Cl,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1c2cc(OC)ccc2ncc1,LOUPRKONTZGTKE-VOMFEXJBSA-N
6861,C1=CC=C2C(=C1)C=CC=C2CC(=O)N,NC(=O)Cc1cccc2ccccc12,XFNJVKMNNVCYEK-UHFFFAOYSA-N
12694,C(C(=O)N)(Cl)Cl,NC(=O)C(Cl)Cl,WCGGWVOVFQNRRS-UHFFFAOYSA-N
7597,C1=CC=C(C=C1)OC(=O)OC2=CC=CC=C2,O=C(Oc1ccccc1)Oc1ccccc1,ROORDVPLFPIABK-UHFFFAOYSA-N
307,C1=CC=C(C=C1)C=CC=O,O=CC=Cc1ccccc1,KJPRLNWUNMBNBZ-UHFFFAOYSA-N
171257,C(CO)N.C(=O)O,NCCO.O=CO,IKAHFTWDTODWID-UHFFFAOYSA-N
31211,CC(=O)CCC1=CC(=C(C=C1)O)OC,COc1c(O)ccc(CCC(C)=O)c1,OJYLAHXKWMRDGS-UHFFFAOYSA-N
8086,CC(CNCC(C)O)O,CC(O)CNCC(C)O,LVTYICIALWPMFW-UHFFFAOYSA-N
6688,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c12,GUEIZVNYDFNHJU-UHFFFAOYSA-N
516910,N(=O)[O-].[K+],O=NO,IOVCWXUNBOPUCH-UHFFFAOYSA-N
19800,CCCCCCC(CCCC)CO,CCCCCCC(CO)CCCC,XMVBHZBLHNOQON-UHFFFAOYSA-N
7043,COC1=CC=CC=C1OC,COc1ccccc1OC,ABDKAPXRBAPSQN-UHFFFAOYSA-N
81207,CN(C)CCCNCCCN(C)C,CN(C)CCCNCCCN(C)C,BXYVQNNEFZOBOZ-UHFFFAOYSA-N
60196416,CC1=C(C=CC(=C1)C(=C2C=CC(=NC3=C(C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)O)C=C2)C4=CC=C(C=C4)NC5=CC=C(C=C5)S(=O)(=O)[O-])N.[Na+].[Na+],Cc1c(N)ccc(C(=C2C=CC(=Nc3c(S(=O)(=O)O)cc(S(=O)(=O)O)cc3)C=C2)c2ccc(Nc3ccc(S(=O)(=O)O)cc3)cc2)c1,YYFKIDWHGHKVRF-UHFFFAOYSA-N
78490,C1=CC=C2C(=C1)C(=NN=C2Cl)Cl,Clc1nnc(Cl)c2ccccc12,ODCNAEMHGMYADO-UHFFFAOYSA-N
